,original_name,company_name,average_amount_of_letters,average_amount_of_syllables,abcde,middle,vwxyz,vowel_to_length_ratio,most repetitions,spelling_errors,is_short_name,sound
21740,iShares Core Canadian Government Bond Index ETF,ishares core canadian government index,6.8,2.6,0,1,0,0.4117647058823529,5,0.2,0,g010
21741,ISS International Service System,iss international service system,7.25,2.5,0,1,0,0.41379310344827586,5,0.0,0,i530
21742,IA Clarington Strategic Income Fund,ia clarington strategic income,6.75,2.5,0,1,0,0.4074074074074074,4,0.0,0,c406
21743,Intersil Corp,intersil,8.0,3.0,0,1,0,0.375,2,1.0,1,i530
21744,Independence Square Income,independence square income,8.0,2.3333333333333335,0,1,0,0.4583333333333333,6,0.0,0,i530
21745,iShares Jantzi Social Index ETF,ishares jantzi social index,6.0,2.25,0,1,0,0.4166666666666667,4,0.5,0,i206
21746,Isco Inc,isco,4.0,2.0,0,1,0,0.5,1,1.0,1,i200
21747,Aberdeen Israel Fund Inc,aberdeen israel,7.0,3.0,1,0,0,0.5,4,0.0,1,a106
21748,Isola Group Ltd,isola,5.0,3.0,0,1,0,0.6,1,0.0,1,i204
21749,Instrumentation Lab,instrumentation lab,9.0,3.0,0,1,0,0.3888888888888889,3,0.0,1,i523
21750,Digital Island Inc,digital island,6.5,2.5,1,0,0,0.38461538461538464,3,0.0,1,d020
21751,Isle of Capri Casinos Inc,isle of capri casinos,4.5,1.75,0,1,0,0.4444444444444444,3,0.0,0,c020
21752,Isle Resources Inc,isle resources,6.5,2.0,0,1,0,0.46153846153846156,3,0.0,1,r020
21753,International Holding Capital Corp,international capital,10.0,4.0,0,1,0,0.45,4,0.0,1,i530
21754,Intersolv,intersolv,9.0,3.0,0,1,0,0.3333333333333333,1,1.0,1,i530
21755,Isilon Systems Inc,isilon systems,6.5,2.5,0,1,0,0.38461538461538464,4,0.5,1,s023
21756,Islet Sciences Inc,islet sciences,6.5,2.5,0,1,0,0.38461538461538464,3,0.0,1,s205
21757,Infiniti Solutions Ltd,infiniti solutions,8.5,3.5,0,1,0,0.47058823529411764,5,0.5,1,s040
21758,iShares VII Public Limited Company - iShares MSCI USA UCITS ETF,ishares vii public company ishares msci usa ucits,5.25,2.25,0,1,0,0.42857142857142855,7,0.375,0,i206
21759,Inspire Small/Mid Cap ETF,inspire smallmid cap,6.0,1.6666666666666667,0,1,0,0.3333333333333333,3,0.3333333333333333,0,s504
21760,iShares VII Public Limited Company - iShares Core MSCI Pacific ex Japan UCITS ETF,ishares vii public company ishares core msci pacific ex japan ucits,5.181818181818182,2.0,0,1,0,0.42105263157894735,9,0.2727272727272727,0,i206
21761,iShares Broad Emerging Markets Fund,ishares broad emerging markets,6.75,2.25,0,1,0,0.37037037037037035,4,0.25,0,e506
21762,iShares IV Public Limited Company iShares Edge MSCI World Value Factor UCITS ETF,ishares iv public company ishares edge msci world value factor ucits,5.2727272727272725,1.9090909090909092,0,1,0,0.39655172413793105,6,0.2727272727272727,0,i206
21763,Instron Corp,instron,7.0,2.0,0,1,0,0.2857142857142857,2,1.0,1,i523
21764,Insignia Energy Ltd,insignia energy,7.0,3.5,0,1,0,0.5,3,0.0,1,i520
21765,Intesa Sanpaolo SPA,intesa sanpaolo spa,5.666666666666667,2.3333333333333335,0,1,0,0.47058823529411764,4,0.6666666666666666,0,s051
21766,Integrated Sensor Solutions,integrated sensor solutions,8.333333333333334,3.0,0,1,0,0.4,4,0.0,0,i530
21767,Initiate Systems Inc,initiate systems,7.5,3.0,0,1,0,0.4666666666666667,3,0.0,1,i503
21768,IsoPlexis Corp,isoplexis,9.0,4.0,0,1,0,0.4444444444444444,2,1.0,1,i201
21769,Isomedix Inc,isomedix,8.0,4.0,0,1,0,0.5,2,1.0,1,i205
21770,Isoetec Communications Inc,isoetec communications,10.5,4.0,0,1,0,0.47619047619047616,3,0.5,1,c050
21771,1Mage Software Inc,mage software,6.0,1.5,0,1,0,0.4166666666666667,2,0.0,1,s013
21772,Isonics Corp,isonics,7.0,3.0,0,1,0,0.42857142857142855,2,1.0,1,i205
21773,ISCO International Inc.,isco international,8.5,3.5,0,1,0,0.47058823529411764,3,0.5,1,i530
21774,"Isotis SA, LauSAnne",isotis lausanne,7.0,2.5,0,1,0,0.5,3,0.5,1,l020
21775,IsoEnergy Ltd,isoenergy,9.0,4.0,0,1,0,0.5555555555555556,2,1.0,1,i205
21776,International Specialty Products Inc,international specialty products,10.0,3.3333333333333335,0,1,0,0.4,4,0.0,0,i530
21777,International Specialty Holdings Inc.,international specialty,11.0,4.0,0,1,0,0.45454545454545453,3,0.0,1,i530
21778,iSpecimen Inc,ispecimen,9.0,4.0,0,1,0,0.4444444444444444,2,1.0,1,i210
21779,Interspec Inc,interspec,9.0,3.0,0,1,0,0.3333333333333333,2,1.0,1,i530
21780,Interspeed Inc,interspeed,10.0,3.0,0,1,0,0.4,3,1.0,1,i530
21781,Inspire Pharmaceuticals Inc,inspire pharmaceuticals,11.0,3.5,0,1,0,0.4090909090909091,3,0.0,1,p065
21782,Inspirato Inc,inspirato,9.0,4.0,0,1,0,0.4444444444444444,2,1.0,1,i521
21783,Ispire Technology Inc,ispire technology,8.0,3.0,0,1,0,0.4375,2,0.5,1,t020
21784,iShares S&P/TSX Completion Index ETF,ishares sptsx completion index,6.75,2.25,0,1,0,0.3333333333333333,4,0.5,0,c051
21785,ProShares S&P 500 High Income ETF,proshares sp high income,5.25,1.75,0,1,0,0.3333333333333333,3,0.25,0,p602
21786,VanEck Israel ETF,vaneck israel,6.0,2.5,0,0,1,0.4166666666666667,2,0.5,1,v050
21787,Inspired Builders Inc,inspired builders,8.0,2.5,0,1,0,0.375,3,0.0,1,i521
21788,Intuitive Surgical Inc,intuitive surgical,8.5,3.5,0,1,0,0.47058823529411764,4,0.0,1,i530
21789,Regen III Corp,regen iii,4.0,1.5,0,1,0,0.625,3,0.0,1,r020
21790,Isramco Inc,isramco,7.0,3.0,0,1,0,0.42857142857142855,1,1.0,1,i260
21791,iShares Public Limited Company - iShares USD Corp Bond UCITS ETF,ishares public company ishares usd ucits,5.833333333333333,2.3333333333333335,0,1,0,0.4,6,0.3333333333333333,0,i206
21792,ISOFTSTONE HOLDINGS LIMITED,isoftstone,10.0,3.0,0,1,0,0.4,2,1.0,1,i201
21793,Innovative Solutions and Support Inc,innovative solutions and support,7.25,2.5,0,1,0,0.41379310344827586,4,0.0,0,i501
21794,ISSC Indl Solid State Control,issc indl solid state control,5.0,1.4,0,1,0,0.32,4,0.4,0,c053
21795,International Smart Sourcing Inc,international smart sourcing,8.666666666666666,2.6666666666666665,0,1,0,0.38461538461538464,4,0.0,0,i530
21796,iShares 1-10 Year Laddered Government Bond Index ETF,ishares year laddered government index,6.8,2.4,0,1,0,0.4117647058823529,7,0.2,0,g010
21797,iShares II Public Limited Company iShares USD Treasury Bond 7-10yr UCITS ETF,ishares ii public company ishares usd treasury yr ucits,5.222222222222222,2.111111111111111,0,1,0,0.44680851063829785,7,0.2222222222222222,0,t602
21798,Integrated Silicon Solution Inc,integrated silicon solution,8.333333333333334,3.3333333333333335,0,1,0,0.44,4,0.0,0,i530
21799,iShares Global Inflation Linked Govt Bond UCITS ETF,ishares global inflation linked govt ucits,6.166666666666667,2.0,0,1,0,0.3783783783783784,5,0.3333333333333333,0,i514
21800,Integrated Surgical Systems Inc,integrated surgical systems,8.333333333333334,3.0,0,1,0,0.36,4,0.0,0,i530
21801,Integrated Silicon Systems Inc,integrated silicon systems,8.0,3.0,0,1,0,0.375,4,0.0,0,i530
21802,Internet Security Systems Inc.,internet security systems,7.666666666666667,3.0,0,1,0,0.391304347826087,4,0.0,0,i530
21803,iShares Core S&P 500 Index ETF (CAD-Hedged),ishares core sp index,4.5,1.75,0,1,0,0.3888888888888889,3,0.25,0,i206
21804,SPDR S&P International Telecommunications Sector ETF,spdr sp international telecommunications sector,8.6,3.2,0,1,0,0.37209302325581395,5,0.2,0,t040
21805,Ispat Inland Inc,ispat inland,5.5,2.0,0,1,0,0.36363636363636365,2,0.5,1,i540
21806,ISTA Pharmaceuticals Inc,ista pharmaceuticals,9.5,3.5,0,1,0,0.42105263157894735,4,0.5,1,p065
21807,Instructivision Inc,instructivision,15.0,5.0,0,1,0,0.4,4,1.0,1,i523
21808,Insyte Energy Corp,insyte energy,6.0,2.5,0,1,0,0.5,3,0.5,1,i520
21809,Invesco S&P 500 ESG Tilt Index ETF,invesco sp esg tilt index,4.2,1.6,0,1,0,0.3333333333333333,3,0.4,0,i510
21810,iShares S&P/TSX Capped Consumer Staples Index ETF,ishares sptsx capped consumer staples index,6.333333333333333,2.0,0,1,0,0.3157894736842105,7,0.3333333333333333,0,c052
21811,Interstate National Dealer Services,interstate national dealer services,8.0,2.75,0,1,0,0.4375,6,0.0,0,i530
21812,Internetstudios.com Inc,internetstudioscom,18.0,6.0,0,1,0,0.3888888888888889,3,1.0,1,i530
21813,International Stretch Products Inc,international stretch products,9.333333333333334,2.6666666666666665,0,1,0,0.32142857142857145,5,0.0,0,i530
21814,Investar Holding Corp,investar,8.0,3.0,0,1,0,0.375,1,1.0,1,i510
21815,Incstar Corp,incstar,7.0,2.0,0,1,0,0.2857142857142857,1,1.0,1,i523
21816,iSun Inc,isun,4.0,2.0,0,1,0,0.5,1,1.0,1,i205
21817,iShares II Public Limited Company  iShares US Property Yield UCITS ETF,ishares ii public company ishares us property yield ucits,5.444444444444445,2.111111111111111,0,1,0,0.4489795918367347,7,0.2222222222222222,0,p601
21818,Ishares International Developed Small Cap Value Factor ETF,ishares international developed small cap value factor,6.857142857142857,2.4285714285714284,0,1,0,0.4166666666666667,7,0.14285714285714285,0,i530
21819,IMPACT Silver Corp,impact silver,6.0,2.0,0,1,0,0.3333333333333333,2,0.0,1,i510
21820,iShares Silver Bullion ETF,ishares silver bullion,6.666666666666667,2.3333333333333335,0,1,0,0.4,3,0.3333333333333333,0,i206
21821,Interactive Systems Worldwide Inc,interactive systems worldwide,9.0,2.6666666666666665,0,1,0,0.37037037037037035,4,0.0,0,i530
21822,Amplify BlackSwan ISWN ETF,amplify blackswan iswn,6.666666666666667,2.0,1,0,0,0.3,3,0.6666666666666666,0,b402
21823,"IFCO Systems NV, Amsterdam",ifco systems amsterdam,6.666666666666667,2.3333333333333335,0,1,0,0.35,4,0.3333333333333333,0,a523
21824,Intrinsyc Technologies Corp,intrinsyc technologies,10.5,3.5,0,1,0,0.38095238095238093,3,0.5,1,t020
21825,Integral Systems Inc,integral systems,7.5,2.5,0,1,0,0.3333333333333333,3,0.0,1,i530
21826,iShares MSCI Intl Size Factor ETF,ishares msci intl size factor,5.0,1.6,0,1,0,0.36,4,0.4,0,i206
21827,Gartner Inc,gartner,7.0,2.0,0,1,0,0.2857142857142857,2,0.0,1,g063
21828,Island Telephone Co Ltd,island telephone,7.5,2.5,0,1,0,0.4,3,0.0,1,t040
21829,iShares U.S. Aerospace & Defense ETF,ishares us aerospace defense,6.25,2.25,0,1,0,0.48,6,0.25,0,a060
21830,Italy Fund Inc. (The),italy,5.0,3.0,0,1,0,0.6,1,0.0,1,i304
21831,ITA Holdings Inc,ita,3.0,2.0,0,1,0,0.6666666666666666,1,0.0,1,i300
21832,Sparkline Intangible Value ETF,sparkline intangible value,8.0,2.6666666666666665,0,1,0,0.4166666666666667,3,0.3333333333333333,0,i530
21833,iShares U.S. Home Construction ETF,ishares us home construction,6.25,2.0,0,1,0,0.4,4,0.25,0,c052
21834,Ingredient Technology Corp,ingredient technology,10.0,4.0,0,1,0,0.4,3,0.0,1,i526
21835,Intelligent Controls Inc,intelligent controls,9.5,3.0,0,1,0,0.3157894736842105,3,0.0,1,i530
21836,ITC Holdings Corp,itc,3.0,1.0,0,1,0,0.3333333333333333,1,0.0,1,i320
21837,Biomedicines Inc,biomedicines,12.0,5.0,1,0,0,0.5,3,0.0,1,b050
21838,ITC Learning Corp,itc learning,5.5,1.5,0,1,0,0.36363636363636365,2,0.0,1,l065
21839,Intra-Cellular Therapies Inc,intracellular therapies,11.0,4.0,0,1,0,0.4090909090909091,3,0.0,1,i536
21840,Banco Itau Chile,banco itau chile,4.666666666666667,2.0,1,0,0,0.5,2,0.3333333333333333,0,b052
21841,Intercim Corp,intercim,8.0,3.0,0,1,0,0.375,2,1.0,1,i530
21842,Intercontinental Telecommunications Corp,intercontinental telecommunications,17.0,6.5,0,1,0,0.4117647058823529,6,0.0,1,t040
21843,iShares LifePath Target Date 2025 ETF,ishares lifepath target date,6.25,2.25,0,1,0,0.4,4,0.5,0,l010
21844,Integrated Data Corp,integrated data,7.0,3.0,0,1,0,0.42857142857142855,3,0.0,1,i530
21845,Interdyne Co,interdyne,9.0,3.0,0,1,0,0.4444444444444444,2,1.0,1,i530
21846,International Telecommunications Data Systems Inc,international telecommunications data systems,10.5,4.0,0,1,0,0.42857142857142855,6,0.0,0,t040
21847,I-T-E Imperial Corp,ite imperial,5.5,2.5,0,1,0,0.5454545454545454,3,0.0,1,i510
21848,Intertech Solutions Inc,intertech solutions,9.0,3.0,0,1,0,0.3888888888888889,3,0.5,1,i530
21849,Integracare Inc,integracare,11.0,4.0,0,1,0,0.45454545454545453,2,1.0,1,i530
21850,Inotek Pharmaceuticals Corp,inotek pharmaceuticals,10.5,4.0,0,1,0,0.42857142857142855,3,0.5,1,p065
21851,CodeSmart Holdings Inc,codesmart,9.0,3.0,1,0,0,0.3333333333333333,1,1.0,1,c030
21852,Amplify BlueStar Israel Technology ETF,amplify bluestar israel technology,7.75,3.0,1,0,0,0.41935483870967744,4,0.25,0,t020
21853,Interstrat Resources Inc,interstrat resources,9.5,3.0,0,1,0,0.3684210526315789,4,0.5,1,i530
21854,ITEX Corp,itex,4.0,2.0,0,1,0,0.5,1,1.0,1,i302
21855,Interfoundry Inc,interfoundry,12.0,4.0,0,1,0,0.4166666666666667,2,1.0,1,i530
21856,Investment Technology Group Inc.,investment technology,10.0,3.5,0,1,0,0.35,3,0.0,1,i510
21857,Integra Financial Corp,integra financial,8.0,3.0,0,1,0,0.4375,3,0.5,1,f050
21858,International Thoroughbred Breeders Inc,international thoroughbred breeders,11.0,3.3333333333333335,0,1,0,0.3939393939393939,5,0.0,0,i530
21859,IT Group Holdings Inc,it,2.0,1.0,0,1,0,0.5,1,0.0,1,i300
21860,Infinite Technology Group Ltd,infinite technology,9.0,3.5,0,1,0,0.4444444444444444,3,0.0,1,t020
21861,Integrated Asset Management Corp,integrated asset management,8.333333333333334,3.0,0,1,0,0.4,5,0.0,0,i530
21862,Integer Holdings Corp,integer,7.0,3.0,0,1,0,0.42857142857142855,2,0.0,1,i530
21863,Integrity Media Inc,integrity media,7.0,3.5,0,1,0,0.5,3,0.0,1,i530
21864,Ithaca Bancorp Inc,ithaca bancorp,6.5,2.5,0,1,0,0.38461538461538464,3,0.5,1,b052
21865,Itis Holdings Inc,itis,4.0,2.0,0,1,0,0.5,2,0.0,1,i302
21866,Intertherm Inc,intertherm,10.0,3.0,0,1,0,0.3,2,1.0,1,i530
21867,iAnthus Capital Holdings Inc,ianthus capital,7.0,2.5,0,1,0,0.42857142857142855,3,0.5,1,i053
21868,Iteris Inc,iteris,6.0,3.0,0,1,0,0.5,2,1.0,1,i306
21869,Investors Title Co,investors title,7.0,2.5,0,1,0,0.35714285714285715,3,0.0,1,i510
21870,iShares International Inflation-Linked Bond ETF,ishares international inflationlinked,11.666666666666666,4.333333333333333,0,1,0,0.42857142857142855,6,0.6666666666666666,0,i514
21871,Iti Education Corp,iti education,6.0,3.0,0,1,0,0.5833333333333334,3,0.5,1,e302
21872,ITEK Corp,itek,4.0,2.0,0,1,0,0.5,1,1.0,1,i302
21873,Integral Technologies Inc,integral technologies,10.0,3.5,0,1,0,0.4,3,0.0,1,t020
21874,NETS S&P/MIB Index Fund,nets spmib index,4.666666666666667,1.3333333333333333,0,1,0,0.2857142857142857,2,0.3333333333333333,0,s150
21875,Intellon Corp,intellon,8.0,3.0,0,1,0,0.375,2,1.0,1,i530
21876,VanEck Intermediate Muni ETF,vaneck intermediate muni,7.333333333333333,3.0,0,0,1,0.45454545454545453,4,0.3333333333333333,0,i530
21877,Intermedics Inc,intermedics,11.0,4.0,0,1,0,0.36363636363636365,2,1.0,1,i530
21878,Intermedco Inc,intermedco,10.0,4.0,0,1,0,0.4,2,1.0,1,i530
21879,Intramed Labs Inc,intramed labs,6.0,2.0,0,1,0,0.3333333333333333,2,0.5,1,i536
21880,InterMune Inc,intermune,9.0,3.0,0,1,0,0.4444444444444444,2,1.0,1,i530
21881,Itamar Medical Ltd,itamar medical,6.5,3.0,0,1,0,0.46153846153846156,3,0.5,1,m030
21882,Intermap Technologies Corp,intermap technologies,10.0,3.5,0,1,0,0.4,3,0.5,1,t020
21883,Intertainment Media Inc,intertainment media,9.0,3.5,0,1,0,0.4444444444444444,3,0.5,1,i530
21884,Itemus Inc,itemus,6.0,3.0,0,1,0,0.5,1,1.0,1,i305
21885,InterTAN Inc.,intertan,8.0,3.0,0,1,0,0.375,2,1.0,1,i530
21886,International Monetary Systems,international monetary systems,9.333333333333334,3.6666666666666665,0,1,0,0.42857142857142855,4,0.0,0,i530
21887,iTeos Therapeutics Inc,iteos therapeutics,8.5,3.0,0,1,0,0.47058823529411764,3,0.5,1,t060
21888,iShares Core S&P Total U.S. Stock Market ETF,ishares core sp total us market,4.333333333333333,1.6666666666666667,0,1,0,0.38461538461538464,4,0.16666666666666666,0,i206
21889,In Touch Media Group Inc,in touch media,4.0,1.6666666666666667,0,1,0,0.5,2,0.0,0,t020
21890,IT Tech Packaging Inc,it tech packaging,5.0,1.6666666666666667,0,1,0,0.3333333333333333,2,0.0,0,p020
21891,Intertape Polymer Group Inc.,intertape polymer,8.0,3.0,0,1,0,0.4375,3,0.5,1,i530
21892,Inteleplex Corp,inteleplex,10.0,4.0,0,1,0,0.4,3,1.0,1,i530
21893,Intraware Inc,intraware,9.0,3.0,0,1,0,0.4444444444444444,2,1.0,1,i536
21894,Itron Inc,itron,5.0,2.0,0,1,0,0.4,1,1.0,1,i360
21895,Iterum Therapeutics plc,iterum therapeutics,9.0,3.5,0,1,0,0.4444444444444444,3,0.0,1,t060
21896,Ituran Location and Control Ltd,ituran location and control,6.0,2.25,0,1,0,0.4166666666666667,4,0.25,0,l020
21897,Intertrans Corp,intertrans,10.0,3.0,0,1,0,0.3,2,1.0,1,i530
21898,Itronics Inc,itronics,8.0,3.0,0,1,0,0.375,2,1.0,1,i360
21899,Intertrust Technologies Corp,intertrust technologies,11.0,3.5,0,1,0,0.36363636363636365,4,0.5,1,t020
21900,International Lottery & Totalizator Systems Inc,international lottery totalizator systems,9.5,3.75,0,1,0,0.42105263157894735,8,0.0,0,i530
21901,International Total Services Inc,international total services,8.666666666666666,3.3333333333333335,0,1,0,0.4230769230769231,4,0.0,0,i530
21902,iShares S&P/TSX Capped Financials Index ETF,ishares sptsx capped financials index,6.6,2.0,0,1,0,0.3333333333333333,5,0.6,0,f050
21903,Innovative Technology Systems Inc,innovative technology systems,9.0,3.3333333333333335,0,1,0,0.4074074074074074,3,0.0,0,i501
21904,ITT Inc,itt,3.0,1.0,0,1,0,0.3333333333333333,2,0.0,1,i300
21905,ITT World Communications Inc,itt world communications,7.333333333333333,2.3333333333333335,0,1,0,0.36363636363636365,3,0.0,0,c050
21906,ITT Financial Corp,itt financial,6.0,2.0,0,1,0,0.4166666666666667,3,0.0,1,f050
21907,Intellectual Technology Inc,intellectual technology,11.0,4.5,0,1,0,0.4090909090909091,4,0.0,1,i530
21908,Itau Unibanco Holding SA,itau unibanco,6.0,3.0,0,1,0,0.5833333333333334,2,1.0,1,u501
21909,Interups Inc,interups,8.0,3.0,0,1,0,0.375,1,1.0,1,i530
21910,International Taurus Resources Inc,international taurus resources,9.333333333333334,3.3333333333333335,0,1,0,0.4642857142857143,4,0.0,0,i530
21911,iShares 20 Year U.S. Treasury Bond Index ETF (CAD-Hedged),ishares year us treasury index,5.2,2.0,0,1,0,0.5,4,0.2,0,t602
21912,Intervu Inc,intervu,7.0,3.0,0,1,0,0.42857142857142855,1,1.0,1,i530
21913,Illinois Tool Works Inc.,illinois tool works,5.666666666666667,1.6666666666666667,0,1,0,0.4117647058823529,4,0.0,0,i405
21914,International Wire Group Holdings Inc,international wire,8.5,3.5,0,1,0,0.47058823529411764,3,0.0,1,i530
21915,ProShares Russell 2000 High Income ETF,proshares russell high income,6.5,2.0,0,1,0,0.34615384615384615,4,0.25,0,p602
21916,Interworld Corp,interworld,10.0,3.0,0,1,0,0.3,2,0.0,1,i530
21917,Intepac Corp,intepac,7.0,3.0,0,1,0,0.42857142857142855,1,1.0,1,i530
21918,ITXC Corp.,itxc,4.0,1.0,0,1,0,0.25,1,1.0,1,i320
21919,Iteration Energy Ltd,iteration energy,7.5,3.5,0,1,0,0.5333333333333333,3,0.0,1,i306
21920,International Textile Group Inc,international textile,10.0,3.5,0,1,0,0.45,4,0.0,1,i530
21921,Intensity Resources Ltd,intensity resources,9.0,3.5,0,1,0,0.4444444444444444,3,0.0,1,i530
21922,Integrity Bancshares Inc,integrity bancshares,9.5,3.0,0,1,0,0.3684210526315789,2,0.5,1,b052
21923,IU International Corp,iu international,7.5,3.0,0,1,0,0.5333333333333333,3,0.0,1,i530
21924,Invesco S&P US Dividend Aristocrats ESG Index ETF,invesco sp us dividend aristocrats esg index,5.428571428571429,2.142857142857143,0,1,0,0.3684210526315789,6,0.2857142857142857,0,a602
21925,Interstate United Corp,interstate united,8.0,3.0,0,1,0,0.4375,4,0.0,1,i530
21926,Invesco S&P US Total Market ESG Index ETF,invesco sp us total market esg index,4.285714285714286,1.7142857142857142,0,1,0,0.36666666666666664,4,0.2857142857142857,0,i510
21927,Invesco Russell 1000 Dynamic-Multifactor Index ETF,invesco russell dynamicmultifactor index,9.25,3.5,0,1,0,0.3783783783783784,4,0.5,0,d050
21928,International Unp Holdings Ltd,international unp,8.0,3.0,0,1,0,0.4375,4,0.0,1,i530
21929,iShares S&P/TSX Capped Energy Index ETF,ishares sptsx capped energy index,5.8,2.0,0,1,0,0.3448275862068966,5,0.4,0,i206
21930,iShares MSCI EAFE Index ETF CAD-Hedged,ishares msci eafe index cadhedged,5.8,2.0,0,1,0,0.41379310344827586,6,0.8,0,c030
21931,Invesco RAFI Strategic US ETF,invesco rafi strategic us,5.5,2.25,0,1,0,0.4090909090909091,3,0.25,0,s360
21932,International Utility Structures Inc,international utility structures,10.0,3.6666666666666665,0,1,0,0.43333333333333335,6,0.0,0,i530
21933,Amberwave Invest USA JSG Fund,amberwave invest usa jsg,5.25,2.25,1,0,0,0.38095238095238093,3,0.5,0,a510
21934,infoGROUP Inc,infogroup,9.0,3.0,0,1,0,0.4444444444444444,2,1.0,1,i510
21935,iShares Core Total USD Bond Market ETF,ishares core total usd market,5.0,1.8,0,1,0,0.4,3,0.2,0,i206
21936,iShares Core S&P U.S. Growth ETF,ishares core sp us growth,4.2,1.4,0,1,0,0.3333333333333333,4,0.2,0,i206
21937,iShares S&P/TSX Capped REIT Index ETF,ishares sptsx capped reit index,5.4,1.6,0,1,0,0.3333333333333333,4,0.4,0,i206
21938,Invesco RAFI Strategic US Small Co ETF,invesco rafi strategic us small,5.4,2.0,0,1,0,0.37037037037037035,4,0.2,0,s360
21939,iShares Core S&P U.S. Value ETF,ishares core sp us value,4.0,1.6,0,1,0,0.45,4,0.2,0,i206
21940,iShares S&P/TSX Global Gold Index ETF,ishares sptsx global gold index,5.4,1.8,0,1,0,0.2962962962962963,4,0.4,0,i206
21941,Invesco S&P US Total Market ESG Tilt Index ETF,invesco sp us total market esg tilt index,4.25,1.625,0,1,0,0.35294117647058826,5,0.25,0,i510
21942,Iowa Southern Inc,iowa southern,6.0,2.5,0,1,0,0.5,2,0.0,1,s030
21943,Iowa Southern Utilities Co,iowa southern utilities,7.0,3.0,0,1,0,0.5238095238095238,4,0.0,0,u304
21944,iShares S&P/TSX 60 Index ETF,ishares sptsx index,5.666666666666667,2.0,0,1,0,0.29411764705882354,4,0.6666666666666666,0,i206
21945,iShares U.S. High Yield Bond Index Fund (CAD-Hedged),ishares us high yield index,4.6,1.6,0,1,0,0.43478260869565216,4,0.2,0,i206
21946,Mark IV Industries Inc,mark iv industries,5.333333333333333,1.6666666666666667,0,1,0,0.375,3,0.0,0,i530
21947,Conrac Corp,conrac,6.0,2.0,1,0,0,0.3333333333333333,2,1.0,1,c056
21948,Inventiva SA,inventiva,9.0,4.0,0,1,0,0.4444444444444444,2,1.0,1,i510
21949,Ivaco Inc,ivaco,5.0,3.0,0,1,0,0.6,1,1.0,1,i102
21950,Intevac Inc,intevac,7.0,3.0,0,1,0,0.42857142857142855,1,1.0,1,i530
21951,Alpha Architect International Quantitative Value ETF,alpha architect international quantitative value,8.8,3.2,1,0,0,0.45454545454545453,8,0.0,0,i530
21952,Ivanhoe Energy Inc,ivanhoe energy,6.5,3.0,0,1,0,0.5384615384615384,3,0.0,1,i105
21953,IVB Financial Corp,ivb financial,6.0,2.0,0,1,0,0.4166666666666667,3,0.0,1,f050
21954,Intervisual Books Inc,intervisual books,8.0,2.5,0,1,0,0.4375,2,0.5,1,i530
21955,Invacare Corp,invacare,8.0,3.0,0,1,0,0.5,2,1.0,1,i510
21956,Iveda Solutions Inc,iveda solutions,7.0,3.0,0,1,0,0.5,2,0.5,1,s040
21957,Invesco Focused Discovery Growth ETF,invesco focused discovery growth,7.25,2.5,0,1,0,0.3793103448275862,4,0.25,0,d020
21958,iShares S&P 500 Value ETF,ishares sp value,4.666666666666667,2.0,0,1,0,0.42857142857142855,3,0.3333333333333333,0,i206
21959,Invicta Energy Corp,invicta energy,6.5,3.0,0,1,0,0.46153846153846156,2,0.5,1,i510
21960,iShares Emergent Food and AgTech Multisector ETF,ishares emergent food and agtech multisector,6.5,2.3333333333333335,0,1,0,0.38461538461538464,6,0.3333333333333333,0,m043
21961,Innovative Food Holdings,innovative food,7.0,2.5,0,1,0,0.5,3,0.0,1,i501
21962,Mapath Capital Corp,mapath capital,6.5,2.5,0,1,0,0.38461538461538464,4,0.5,1,c010
21963,Innova Gaming Group Inc,innova gaming,6.0,2.5,0,1,0,0.4166666666666667,3,0.5,1,i501
21964,Delaware Ivy High Income Opportunities Fund,delaware ivy high income opportunities,6.8,2.6,1,0,0,0.47058823529411764,5,0.0,0,o106
21965,International Verifact Inc,international verifact,10.5,4.0,0,1,0,0.42857142857142855,3,0.5,1,i530
21966,Intervideo Inc,intervideo,10.0,4.0,0,1,0,0.5,2,1.0,1,i530
21967,iVillage Inc,ivillage,8.0,3.0,0,1,0,0.5,2,1.0,1,i104
21968,"Icos Vision Systems Corporation NV Ivsc, Heverlee",icos vision systems ivsc heverlee,5.8,1.8,0,1,0,0.41379310344827586,6,0.4,0,h010
21969,Invesco Us Large Cap Core Esg ETF,invesco us large cap core esg,4.0,1.3333333333333333,0,1,0,0.4166666666666667,4,0.3333333333333333,0,i510
21970,Invesco 1-5 Year Laddered Investment Grade Corporate Bond Index ETF,invesco year laddered investment grade corporate index,6.857142857142857,2.2857142857142856,0,1,0,0.4166666666666667,9,0.14285714285714285,0,i510
21971,iShares MSCI Intl Value Factor ETF,ishares msci intl value factor,5.2,1.8,0,1,0,0.38461538461538464,3,0.4,0,i206
21972,Applied Magnetics Corp,applied magnetics,8.0,2.5,1,0,0,0.375,2,0.0,1,m025
21973,Innova LifeSciences Corp,innova lifesciences,9.0,3.5,0,1,0,0.4444444444444444,3,1.0,1,l010
21974,Vanguard S&P Mid-Cap 400 Growth ETF,vanguard sp midcap growth,5.5,1.5,0,0,1,0.2727272727272727,3,0.25,0,v052
21975,Quadratic Interest Rate Volatility And Inflation Hedge ETF,quadratic interest rate volatility and inflation hedge,6.857142857142857,2.2857142857142856,0,1,0,0.4375,7,0.0,0,v040
