original_name,company_name
Ohio Edison Co,ohio edison
Pennsylvania Power Co,pennsylvania power
Toledo Edison Co (The),toledo edison
Pennsylvania Electric Co,pennsylvania electric
FirstEnergy Solutions Corp,firstenergy solutions
Fidelity Enhanced U.S. All-Cap Equity ETF,fidelity enhanced us allcap equity
Flying Eagle Acquisition Corp,flying eagle acquisition
YieldMax Dorsey Wright Featured 5 Income ETF,yieldmax dorsey wright featured income
Far East National Bank Los Angeles,far east national bank los angeles
First Trust Vest US Equity Buffer ETF - February,first trust vest us equity buffer february
First Eastern Corp,first eastern
Fenbo Holdings Ltd,fenbo
PGIM S&P 500 Buffer 12 ETF - February,pgim sp buffer february
AllianzIM U.S. Large Cap Buffer10 Feb ETF,allianzim us large cap buffer feb
Functional Technologies Corp,functional technologies
Frontera Energy Corporation,frontera energy
FairWest Energy Corp,fairwest energy
FEC Resources Inc,fec resources
Merabank Federal Savings Bank Phoenix,merabank federal savings bank phoenix
FlexShares ESG & Climate Developed Markets ex-US Core Index Fund,flexshares esg climate developed markets exus core index
Federated Purchaser Inc,federated purchaser
Four Seasons Education (Cayman) Inc,four seasons education
Emles Federal Contractors ETF,emles federal contractors
Far East Energy Corp,far east energy
AgFeed Industries Inc,agfeed industries
FlexShares ESG & Climate Emerging Markets Core Index Fund,flexshares esg climate emerging markets core index
Fries Entertainment Inc,fries entertainment
Just For Feet Inc,just for feet
iShares MSCI Far East Financials ETF,ishares msci far east financials
Fletcher Challenge Energy,fletcher challenge energy
Focus Morningstar Energy Index ETF,focus morningstar energy index
First Eagle Global Equity ETF,first eagle global equity
Future Education Group Inc (The),future education
Federated Group Inc,federated
FlexShares ESG & Climate High Yield Corporate Core Index Fund,flexshares esg climate high yield corporate core index
First Trust MLP and Energy Income Fund,first trust mlp and energy income
Fireworks Entertainment Inc,fireworks entertainment
FEI Co.,fei
Fortaleza Energy Inc,fortaleza energy
FlexShares ESG & Climate Investment Grade Corporate Core Index Fund,flexshares esg climate investment grade corporate core index
Focus Entertainment Intl Inc,focus entertainment intl
Frequency Electronics Inc.,frequency electronics
Fertil-A-Chron Inc,fertilachron
Felmont Oil Co,felmont oil
Fidelity Enhanced Large Cap Core ETF,fidelity enhanced large cap core
Franklin Electric Co Inc,franklin electric
Fidelity Enhanced Large Cap Growth ETF,fidelity enhanced large cap growth
Fansteel Inc/DE,fansteel de
Foresight Energy LP,foresight energy lp
Fidelity Enhanced Large Cap Value ETF,fidelity enhanced large cap value
First Trust Emerging Markets AlphaDEX Fund,first trust emerging markets alphadex
First Trust Emerging Markets Local Currency Bond ETF,first trust emerging markets local currency
Forstrong Emerging Markets Equity ETF,forstrong emerging markets equity
Fidelity Enhanced Emerging Markets ETF,fidelity enhanced emerging markets
First Trust Emerging Markets Small Cap AlphaDEX Fund,first trust emerging markets small cap alphadex
Femasys Inc,femasys
First Trust Energy Income and Growth Fund,first trust energy income and growth
Fennec Pharmaceuticals Inc,fennec pharmaceuticals
Phoenix New Media Limited,phoenix new media
Fidelity Enhanced International ETF,fidelity enhanced international
First Enterprise Financial,first enterprise financial
Fenix Parts Inc,fenix parts
Fidelity MSCI Energy Index ETF,fidelity msci energy index
Forent Energy Ltd,forent energy
First Trust/abrdn Emerging Opportunity Fund,first trustabrdn emerging opportunity
First Eagle Overseas Equity ETF,first eagle overseas equity
Oceanic Iron Ore Corp,oceanic iron ore
First Trust Europe AlphaDEX Fund,first trust europe alphadex
Franklin Electronic Publishers Inc,franklin electronic publishers
REX FANG & Innovation Equity Premium Income ETF,rex fang innovation equity premium income
Flying Eagle PU Technical Corp,flying eagle pu technical
FERROVIAL SE,ferrovial se
Ferguson Enterprises Inc,ferguson enterprises
Ferrofluidics Corp,ferrofluidics
Nu West Industries Inc,nu west industries
Fidelity Enhanced Small Cap ETF,fidelity enhanced small cap
Flint Energy Services Ltd,flint energy services
First Essex Bancorp Inc,first essex bancorp
Forum Energy Technologies Inc,forum energy technologies
Focus Energy Trust,focus energy trust
Fidelity Ethereum Fund,fidelity ethereum
Fidelity Advantage Ether ETF Fund,fidelity advantage ether
Fentura Financial Inc,fentura financial
FlexShares ESG & Climate US Large Cap Core Index Fund,flexshares esg climate us large cap core index
First Trust Eurozone AlphaDEX ETF,first trust eurozone alphadex
Eaton Vance National Municipal Income Trust,eaton vance national municipal income trust
Inspire Faithward Large Cap Momentum ETF,inspire faithward large cap momentum
First Trust Large Cap Core AlphaDEX Fund,first trust large cap core alphadex
Florida Express Inc,florida express
First Executive Corp,first executive
Fey Industries Inc,fey industries
SPDR EURO STOXX 50 ETF,spdr euro stoxx
FutureFuel Corp,futurefuel
First Trust Enhanced Equity Income Fund,first trust enhanced equity income
Firstfed America Inc,firstfed america
Franchise Financial Corporation of America,franchise financial of america
Faraday Future Intelligent Electric Inc,faraday future intelligent electric
First Fidelity Bancorp,first fidelity bancorp
First Colorado Bancorp Inc,first colorado bancorp
FFB Bancorp,ffb bancorp
First Financial Bancorp.,first financial bancorp
First Federal Savings Bank Brunswick,first federal savings bank brunswick
First Federal Bancshares Inc,first federal bancshares
FloridaFirst Bancorp Inc,floridafirst bancorp
First Florida Banks Inc,first florida banks
East Texas Financial Services Inc,east texas financial services
FFBW Inc,ffbw
Flaherty & Crumrine Preferred Securities Income Fund Inc,flaherty crumrine preferred securities income
Firemans Fund Corp,firemans
Four River Ventures Ltd,four river ventures
First Financial Holdings Inc -Old,first financial old
FedFirst Financial Corp,fedfirst financial
Founders Financial Group,founders financial
Morgan Stanley Frontier Emerging Markets Fund Inc,morgan stanley frontier emerging markets
Fairfield Communities Inc,fairfield communities
FirstFed Bancorp Inc,firstfed bancorp
FFD Financial Corp,ffd financial
Fidelity Fundamental Developed International ETF,fidelity fundamental developed international
FT Vest US Equity Buffer ETF - February,ft vest us equity buffer february
FirstFed Financial Corp,firstfed financial
FFE Financial Corp,ffe financial
Fidelity Fundamental Emerging Markets ETF,fidelity fundamental emerging markets
First FSLA East Hartford/CT,first fsla east hartfordct
Frozen Food Express Industries Inc,frozen food express industries
Northern Frontier Corp,northern frontier
FFVA Financial Corp,ffva financial
North Central Bancshares Inc,north central bancshares
Fidelity Bankshares Inc,fidelity bankshares
FBL Financial Group Inc.,fbl financial
Firebrand Financial Group Inc,firebrand financial
Forefront Group Inc,forefront
Fidelity Fundamental Global ex-U.S. ETF,fidelity fundamental global exus
Farm Family Holdings Inc,farm family
FormulaFolios Hedged Growth ETF,formulafolios hedged growth
FSF Financial Corp.,fsf financial
First Harrisburg Bancor Inc,first harrisburg bancor
First Franklin Corp,first franklin
Fairmont Financial Inc,fairmont financial
Financial Federation,financial federation
Flushing Financial Corp,flushing financial
Farm Fish Inc,farm fish
Falls Financial Inc,falls financial
First Financial Bankshares Inc,first financial bankshares
UVA Unconstrained Medium-Term Fixed Income ETF,uva unconstrained mediumterm fixed income
Farmers Capital Bank Corp,farmers capital bank
First Financial Service Corp,first financial service
Focus Morningstar Financial Services Index ETF,focus morningstar financial services index
Fairfield First Bank and Trust Company,fairfield first bank and trust company
Fidelity Fundamental Large Cap Core ETF,fidelity fundamental large cap core
FFLC Bancorp Inc,fflc bancorp
Fidelity Fundamental Large Cap Growth ETF,fidelity fundamental large cap growth
The Future Fund Long/Short ETF,the future longshort
Fidelity Fundamental Large Cap Value ETF,fidelity fundamental large cap value
Fire & Flower Holdings Corp.,fire flower
First Financial Management Corp,first financial management
First Mining Gold Corp,first mining gold
First Farmers and Merchants Corp,first farmers and merchants
First Family Financial Corp,first family financial
One Global ETF,one global
First Federal of Northern Michigan Bancorp Inc,first federal of northern michigan bancorp
4Front Ventures Corp,front ventures
FriendFinder Networks Inc,friendfinder networks
First Financial Northwest Inc,first financial northwest
Insignia Properties Trust,insignia properties trust
Franklin Focused Growth ETF,franklin focused growth
FirstFed Michigan Corp,firstfed michigan
Firefox Communications Inc,firefox communications
First Palm Beach Bancorp Inc,first palm beach bancorp
Florida First Bancorp,florida first bancorp
FFP Marketing Co Inc.,ffp marketing
Fidelity Financial Bankshares Corp,fidelity financial bankshares
Tenon Ltd,tenon
FF Bancorp Inc,ff bancorp
Northern Lights Fund Trust IV - FormulaFolios Smart Growth ETF,northern lights trust iv formulafolios smart growth
Financing For Science International,financing for science international
First Independence Corp/DE,first independence de
Fidelity Fundamental Small-Mid Cap ETF,fidelity fundamental smallmid cap
First Federal Banc of the Southwest Inc,first federal banc of the southwest
First Federal Bankshares Inc,first federal bankshares
Northern Lights Fund Trust IV - FormulaFolios Tactical Growth ETF,northern lights trust iv formulafolios tactical growth
FormulaFolios Tactical Income ETF,formulafolios tactical income
4Front Technologies Inc,front technologies
Frankfort Tower Industries Inc.,frankfort tower industries
Innovator ETFs Trust Innovator IBD 50 ETF,innovator etfs trust innovator ibd
FFW Corp,ffw
Wood Bancorp Inc,wood bancorp
First Foundation Inc,first foundation
First Financial Corp/MD,first financial md
First Fidelity Bancorp/WV,first fidelity bancorpwv
Fairfax India Holdings Corp,fairfax india
Fanny Farmer Candy Shops Inc,fanny farmer candy shops
FFY Financial Corp,ffy financial
F&G Annuities & Life Inc,fg annuities life
USF&G Corp,usfg
First Trust Specialty Finance and Financial Opportunities Fund,first trust specialty finance and financial opportunities
CI Short Term Government Bond Index Class ETF,ci short term government index class
First Global Data Ltd,first global data
First Guaranty Bancshares Inc,first guaranty bancshares
Forstrong Global Balanced ETF,forstrong global balanced
FGIC Corp,fgic
Family Golf Centers Inc,family golf centers
First Trust Dow Jones Global Select Dividend Index Fund,first trust dow jones global select dividend index
Franklin Responsibly Sourced Gold ETF,franklin responsibly sourced gold
Fidelity Global Equity Balanced Fund,fidelity global equity balanced
EGShares Financials GEMS ETF,egshares financials gems
FibroGen Inc,fibrogen
Fidelity Global Equity Fund,fidelity global equity
Fundamental Global Inc,fundamental global
SunAmerica Focused Alpha Growth Fund Inc,sunamerica focused alpha growth
FG Financial Group Inc,fg financial
Fairway Investment Grade Income Fund,fairway investment grade income
Foresight Financial Group Inc,foresight financial
Flagg Industries,flagg industries
Franklin Global Growth Fund,franklin global growth
First Georgia Holdings,first georgia
Flagship Global Health Inc,flagship global health
Friede Goldman Halter Inc,friede goldman halter
FGI Industries Ltd,fgi industries
Foothill Group Inc,foothill
FGI Investors Inc,fgi investors
SunAmerica Focused Alpha Large-Cap Fund Inc,sunamerica focused alpha largecap
Flirty Girl International Inc,flirty girl international
Founder Group Ltd,founder
First Asset Global Momentum Class ETF,first asset global momentum class
Financial General Bankshares,financial general bankshares
Forzani Group Ltd (The),forzani
Fidelity & Guaranty Life,fidelity guaranty life
Renaissance Golf Products Inc,renaissance golf products
First Trust Germany AlphaDEX Fund,first trust germany alphadex
First Asset Global Momentum (CAD hedged) Class ETF,first asset global momentumclass
Florida Gaming Corp,florida gaming
Fragrancenet.com Inc,fragrancenetcom
CI Enhanced Government Bond ETF,ci enhanced government
Firstgold Corp,firstgold
Franklin Canadian Government Bond Fund,franklin canadian government
Freegold Ventures Ltd,freegold ventures
Ferrellgas Partners LP,ferrellgas partners lp
Fair Grounds Corp,fair grounds
Farmers Group Inc,farmers
Forstrong Global Growth ETF,forstrong global growth
Franklin Martin Currie Sustainable Global Equity Active ETF,franklin martin currie sustainable global equity active
Frontier Asset Global Small Cap Equity ETF,frontier asset global small cap equity
First Asset Global Value Class ETF,first asset global value class
First Asset Global Value (CAD hedged) Class ETF,first asset global valueclass
Francisco Gold Corp,francisco gold
FGX International Holdings Ltd,fgx international
Foundation Health Corp,foundation health
First Hawaiian Inc,first hawaiian
Focus Morningstar Health Care Index ETF,focus morningstar health care index
First Health Group Corp,first health
Future Healthcare Inc,future healthcare
FT Vest U.S. Equity Quarterly Dynamic Buffer ETF,ft vest us equity quarterly dynamic buffer
Fidelity Hedged Equity ETF,fidelity hedged equity
First Trust AlphaDEX US Industrials Sector Index ETF,first trust alphadex us industrials sector index
First Trust AlphaDEX US Health Care Sector Index ETF,first trust alphadex us health care sector index
Federated Hermes Inc,federated hermes
CI Health Care Giants Covered Call ETF,ci health care giants covered call
Fine Homes International LP,fine homes international lp
First Trust Strategic High Income Fund,first trust strategic high income
Franklin Canadian Ultra Short Term Bond Fund ETF,franklin canadian ultra short term
First Trust Hong Kong AlphaDEX Fund,first trust hong kong alphadex
Fidelity MSCI Health Care Index ETF,fidelity msci health care index
First Horizon Corp,first horizon
First Trust Strategic High Income Fund III,first trust strategic high income iii
FHP International Corp,fhp international
First Trust AlphaDEX US Technology Sector Index ETF,first trust alphadex us technology sector index
Fairmont Hotels & Resorts Inc.,fairmont hotels resorts
First Hartford Corp,first hartford
First High-School Education Group Co Ltd,first highschool education
Fingerhut Companies Inc,fingerhut companies
First Trust/Highland Capital Floating Rate Income Fund,first trusthighland capital floating rate income
Foghorn Therapeutics Inc,foghorn therapeutics
First Trust Strategic High Income Fund II,first trust strategic high income ii
First Hydrogen Corp,first hydrogen
Federated Hermes Short Duration High Yield ETF,federated hermes short duration high yield
Fiserv Inc.,fiserv
Friona Industries Inc,friona industries
Fina Inc,fina
Flavorland Industries Inc,flavorland industries
Frank's International NV,franks international
ETF Series Solutions Falah Russell-IdealRatings U.S. Large Cap ETF,series solutions falah russellidealratings us large cap
YieldMax Short COIN Option Income Strategy ETF,yieldmax short coin option income strategy
Chrysler Group LLC,chrysler llc
Nicholas Fixed Income Alternative ETF,nicholas fixed income alternative
FIAC Inc,fiac
Financial Bancorp Inc,financial bancorp
First Bauxite Corp,first bauxite
First Inter-Bancorp Inc,first interbancorp
First Interstate BancSystem Inc,first interstate bancsystem
iShares U.S. Fixed Income Balanced Risk Systematic ETF,ishares us fixed income balanced risk systematic
American Fiber Optics Corp,american fiber optics
Sorrento Networks Corp,sorrento networks
Fieldstone Investment Corp,fieldstone investment
Friendly Ice Cream-Old,friendly ice creamold
Fair Isaac Corporation,fair isaac
Agrolife Corp,agrolife
Fidelcor,fidelcor
First Trust International Developed Capital Strength ETF,first trust international developed capital strength
First Trust S&P International Dividend Aristocrats ETF,first trust sp international dividend aristocrats
Fidata Corp,fidata
Fidelity Covington Trust - Fidelity International High Dividend ETF,fidelity covington trust fidelity international high dividend
Fidelity MSCI Industrials Index ETF,fidelity msci industrials index
Financial Federal Corp.,financial federal
Focused 40 Income Fund,focused income
1st Independence Financial Group Inc,st independence financial
First Investors Financial Services Group Inc,first investors financial services
Simplify Macro Strategy ETF,simplify macro strategy
CI Investment Grade Bond ET,ci investment grade et
Fortress Investment Group LLC,fortress investment llc
Faircourt Income & Growth Split Trust,faircourt income growth split trust
Fidelity Investment Grade Bond ETF,fidelity investment grade
FIGS Inc,figs
Fidelis Insurance Holdings Limited,fidelis insurance
Frier Industries Inc,frier industries
Fletcher Challenge Investments II,fletcher challenge investments ii
First Trust Intermediate Duration Investment Grade Corporate ETF,first trust intermediate duration investment grade corporate
Forum Merger III Corp,forum merger iii
Focus Morningstar Industrials Index ETF,focus morningstar industrials index
Sanifill Inc,sanifill
Film Corporation of America,film of america
FileNet Corp,filenet
iShares MSCI Global Energy Producers ETF,ishares msci global energy producers
Intelefilm Corp,intelefilm
Fischer Imaging Corp,fischer imaging
Petrofina,petrofina
First Indiana Corp,first indiana
Forstrong Global Income ETF,forstrong global income
FindEx.com Inc -Old,findexcom old
Themes European Luxury ETF,themes european luxury
Forstrong Global Ex-North America Equity ETF,forstrong global exnorth america equity
ProShares Short 30 Year TIPS/TSY Spread,proshares short year tipstsy spread
Fingerhut Corp,fingerhut
Finning International Inc,finning international
Finish Line Inc (The),finish line
First National of Nebraska Inc,first national of nebraska
Franklin Innovation Fund,franklin innovation
PureFunds Solactive FinTech ETF,purefunds solactive fintech
Fintech Scion Ltd,fintech scion
Frontier Asset Total International Equity ETF,frontier asset total international equity
First Trust International Capital Strength ETF,first trust international capital strength
FinVolution Group,finvolution
Federated Investors,federated investors
Finwise Bancorp,finwise bancorp
Fusion-io Inc,fusionio
Fiore Exploration Ltd,fiore exploration
FTAI Infrastructure Inc,ftai infrastructure
First Citizens Bancstock Inc,first citizens bancstock
Firestone Tire & Rubber Co,firestone tire rubber
Sourcefire Inc,sourcefire
Firepond Inc,firepond
Financial Institutions Insurance Group Ltd,financial institutions insurance
FIRE Funds Income Target ETF,fire funds income target
Firstmark Corp,firstmark
FIRE Funds Wealth Builder ETF,fire funds wealth builder
First BancTrust Corp,first banctrust
Fidelity National Information Services Inc,fidelity national information services
Fischbach Corp,fischbach
1st Cap Bancorp,st cap bancorp
Financial Institutions Inc,financial institutions
Financial Institution Services,financial institution services
Fisons PLC,fisons
SSGA Active Trust - SPDR SSGA Fixed Income Sector Rotation ETF,ssga active trust spdr ssga fixed income sector rotation
Fitbit Inc,fitbit
Health Fitness Corp,health fitness
International Financial Income and Growth Trust,international financial income and growth trust
Fifth Third Bancorp,fifth third bancorp
Financial Trust Corp,financial trust
SPDR S&P Kensho Future Security ETF,spdr sp kensho future security
Fab Industries Inc.,fab industries
Health and Fitness ETF (The),health and fitness
Food Integrated Technology Inc,food integrated technology
Fitzgerald Dearman & Roberts,fitzgerald dearman roberts
First Trust Senior Floating Rate 2022 Target Term Fund,first trust senior floating rate target term
Fidelity Covington Trust - Fidelity International Value Factor ETF,fidelity covington trust fidelity international value factor
Five Below Inc,five below
Evolve S&P 500 Cleanbeta Fund ETF,evolve sp cleanbeta
Five9 Inc,five
Strategy Shares Nasdaq 5HANDL Index ETF,strategy nasdaq handl index
YieldMax Dorsey Wright Hybrid 5 Income ETF,yieldmax dorsey wright hybrid income
PIMCO 3-7 Year US Treasury Index ETF,pimco year us treasury index
First Trust Water ETF,first trust water
Comfort Systems USA Inc,comfort systems usa
First Trust Smith Opportunistic Fixed Income ETF,first trust smith opportunistic fixed income
Procure Disaster Recovery Strategy ETF,procure disaster recovery strategy
National Beverage Corp,national beverage
Fort James Corp,fort james
Crown Zellerbach,crown zellerbach
Flakey Jake's Inc,flakey jakes
FT Vest U.S. Equity Buffer ETF - January,ft vest us equity buffer january
Fedders Corp.,fedders
Fovea Jewelry Holdings Ltd,fovea jewelry
First Jersey National Corp,first jersey national
Pacific Global Focused High Yield ETF,pacific global focused high yield
First Trust Japan AlphaDEX Fund,first trust japan alphadex
Fujitsu Ltd,fujitsu
FT Vest US Equity Buffer ETF - July,ft vest us equity buffer july
FT Vest US Equity Buffer ETF - June,ft vest us equity buffer june
First Kansas Financial Corp,first kansas financial
First Knox Banc Corp,first knox banc
First Kent Financial Corp,first kent financial
Frankford Corp,frankford
First Keystone Financial Inc,first keystone financial
Frankfort First Bancorp Inc,frankfort first bancorp
FaithShares Lutheran Values Fund,faithshares lutheran values
Franklin Ophthalmic Instruments,franklin ophthalmic instruments
First Trust South Korea AlphaDEX Fund,first trust south korea alphadex
First Trust United Kingdom AlphaDEX Fund,first trust united kingdom alphadex
Franklin Wireless Corp,franklin wireless
First Kentucky National,first kentucky national
First Keystone Corp,first keystone
Foot Locker Inc.,foot locker
Florida East Coast Industries Inc.,florida east coast industries
Flagship Express Inc,flagship express
Farm Lands of Africa Inc,farm lands of africa
Flagship Banks,flagship banks
FLAG Financial Corp,flag financial
FLAG-Forensic Accounting Long-Short ETF,flagforensic accounting longshort
Flah's Inc,flahs
Franklin FTSE US Index ETF,franklin ftse us index
AllianzIM U.S. Equity 6 Month Floor5 Apr/Oct ETF,allianzim us equity month floor aproct
Flair Corp,flair
Flare Inc,flare
Flashnet Communications Inc,flashnet communications
Franklin FTSE Australia ETF,franklin ftse australia
Franklin FTSE Asia Ex Japan ETF,franklin ftse asia ex japan
First National Bankshares of Florida Inc,first national bankshares of florida
CI First Asset Long Duration Fixed Income ETF,ci first asset long duration fixed income
Franklin Core Balanced Active ETF,franklin core balanced active
Finger Lakes Bancorp Inc,finger lakes bancorp
Florida Banks Inc,florida banks
Floridabank Federal Savings Bank,floridabank federal savings bank
Franklin Senior Loan ETF,franklin senior loan
Franklin FTSE Brazil ETF,franklin ftse brazil
Flaherty & Crumrine Total Return Fund Inc,flaherty crumrine total return
Falcon Drilling Co Inc,falcon drilling
Franklin FTSE Canada ETF,franklin ftse canada
Franklin U.S. Core Bond ETF,franklin us core
Federated Hermes MDT Large Cap Core ETF,federated hermes mdt large cap core
Franklin FTSE Canada All Cap Index ETF,franklin ftse canada all cap index
Frontier Asset U.S. Large Cap Equity ETF,frontier asset us large cap equity
Federated Hermes MDT Large Cap Growth ETF,federated hermes mdt large cap growth
Frontline Capital Group,frontline capital
Franklin FTSE China ETF,franklin ftse china
Franklin Canadian Corporate Bond Fund ETF,franklin canadian corporate
Fulcrum BioEnergy Inc,fulcrum bioenergy
Falcon Financial Investment Trust,falcon financial investment trust
Franklin Investment Grade Corporate ETF,franklin investment grade corporate
Franklin Canadian Core Plus Bond Fund ETF,franklin canadian core plus
Fullcircle Registry Inc -Old,fullcircle registry old
Florida Cos,florida cos
Federated Hermes MDT Large Cap Value ETF,federated hermes mdt large cap value
Fieldcrest Cannon,fieldcrest cannon
Full Line Distributors Inc,full line distributors
Fidelity Low Duration Bond ETF,fidelity low duration
Franklin International Multifactor Index ETF,franklin international multifactor index
Frontline Gold Corp,frontline gold
Fidelity Low Duration Bond Factor ETF,fidelity low duration factor
Flanders Corp,flanders
Florida Development Fund 1995 Inc,florida development
RiverNorth Patriot ETF,rivernorth patriot
Franklin FTSE Europe ETF,franklin ftse europe
Franklin Emerging Markets Multifactor Index ETF,franklin emerging markets multifactor index
Fleer Corp,fleer
Franklin FTSE Eurozone ETF,franklin ftse eurozone
Flex Ltd,flex
First Liberty Financial Corp,first liberty financial
Federal Life Group Inc,federal life
Franklin FTSE France ETF,franklin ftse france
Flagstar Financial Inc,flagstar financial
Fleet Mortgage Group Inc,fleet mortgage
Florida Gas,florida gas
Focus Morningstar Large Cap Index ETF,focus morningstar large cap index
Franklin Global Core Bond Fund,franklin global core
Franklin FTSE United Kingdom ETF,franklin ftse united kingdom
Flora Growth Corp,flora growth
Franklin Global Dividend Quality Index ETF,franklin global dividend quality index
Franklin FTSE Germany ETF,franklin ftse germany
Fulgent Genetics Inc,fulgent genetics
Franklin U.S. Treasury Bond ETF,franklin us treasury
Fila Holdings SPA,fila spa
Franklin FTSE Hong Kong ETF,franklin ftse hong kong
Franklin High Yield Corporate ETF,franklin high yield corporate
CI U.S. & Canada Lifeco Covered Call ETF,ci us canada lifeco covered call
Franklin International Aggregate Bond ETF,franklin international aggregate
First of Long Island Corp (The),first of long island
Flickinger (S.M.) Co Inc,flickinger
Florida Automotive Marketing,florida automotive marketing
Franklin FTSE India ETF,franklin ftse india
Franklin Templeton ETF Trust - Franklin Liberty International Opportunities ETF,franklin templeton trust franklin liberty international opportunities
FTS Group Inc.,fts
Teledyne FLIR LLC,teledyne flir llc
Franklin Templeton ETF Trust - Franklin FTSE Italy ETF,franklin templeton trust franklin ftse italy
Franklin FTSE Japan Index ETF,franklin ftse japan index
Franklin FTSE Japan Hedged ETF,franklin ftse japan hedged
AllianzIM U.S. Equity 6 Month Floor5 Jan/Jul ETF,allianzim us equity month floor janjul
Franklin FTSE Japan ETF,franklin ftse japan
Fluke Corp,fluke
Franklin FTSE South Korea ETF,franklin ftse south korea
Flex Pharma Inc,flex pharma
Full House Resorts Inc,full house resorts
Franklin FTSE Latin America ETF,franklin ftse latin america
Movie Distribution Income Fund,movie distribution income
Franklin Municipal Green Bond ETF,franklin municipal green
First Lithium Minerals Corp,first lithium minerals
Franklin Dynamic Municipal Bond ETF,franklin dynamic municipal
Fleming Companies Inc.,fleming companies
Foilmark Inc,foilmark
Filo Corp,filo
Full Metal Minerals Ltd,full metal minerals
Franklin FTSE Mexico ETF,franklin ftse mexico
First Trust Latin America AlphaDEX Fund,first trust latin america alphadex
Fuelnation Inc,fuelnation
Flemington National Bank&Trust Co/NJ,flemington national banktrust nj
Fluence Energy Inc,fluence energy
Flex LNG Ltd,flex lng
Fletcher Nickel Inc,fletcher nickel
Fluent Inc,fluent
Flowers Foods Inc.,flowers foods
Flowco Holdings Inc,flowco
Flock Industries Inc,flock industries
iShares Floating Rate Bond ETF,ishares floating rate
Flow International Corp,flow international
SPX FLOW Inc,spx flow
Floyd Valley Packing,floyd valley packing
Fletcher Challenge Paper,fletcher challenge paper
First Liberty Power Corp,first liberty power
Franklin US Large Cap Multifactor Index ETF,franklin us large cap multifactor index
Franklin U.S. Mid Cap Multifactor Index ETF,franklin us mid cap multifactor index
Franklin US Small Cap Multifactor Index ETF,franklin us small cap multifactor index
Fluor Corp,fluor
Floware Wireless Systems Ltd,floware wireless systems
Fidelity U.S. Multifactor ETF,fidelity us multifactor
Franklin Risk Managed Canadian Equity Active ETF,franklin risk managed canadian equity active
Fluoroscan Imaging Systems Inc,fluoroscan imaging systems
Pacer Pacific Asset Floating Rate High Income ETF,pacer pacific asset floating rate high income
Franklin Templeton ETF Trust - Franklin FTSE Russia ETF,franklin templeton trust franklin ftse russia
Flowserve Corp.,flowserve
Front Street Long/Short Income Fund,front street longshort income
Franklin FTSE Saudi Arabia ETF,franklin ftse saudi arabia
Florsheim Group Inc,florsheim
Franklin Canadian Short Term Bond Fund ETF,franklin canadian short term
Msystems Ltd,msystems
Franklin Liberty Senior Loan ETF,franklin liberty senior loan
Franklin Systematic Style Premia ETF,franklin systematic style premia
Forbes Energy Services Ltd,forbes energy services
FuelStream Inc,fuelstream
Franklin FTSE Switzerland ETF,franklin ftse switzerland
Filtrol Corp,filtrol
Fidelity Limited Term Bond ETF,fidelity term
Flight International Group,flight international
Rareview Inflation/Deflation ETF,rareview inflationdeflation
VanEck IG Floating Rate ETF,vaneck ig floating rate
Filmstar Inc,filmstar
Franklin FTSE Taiwan ETF,franklin ftse taiwan
Fleetwood Enterprises Inc.,fleetwood enterprises
FleetMatics Group plc,fleetmatics
Franklin Ultra Short Bond ETF,franklin ultra short
Franklin U.S. Investment Grade Corporate Bond Active ETF,franklin us investment grade corporate active
Franklin FTSE Europe ex UK Index ETF,franklin ftse europe ex uk index
Flutter Entertainment PLC,flutter entertainment
Flux Power Holdings Inc,flux power
American Century Focused Large Cap Value ETF,american century focused large cap value
Felsway Corp,felsway
Flow Beverage Corp,flow beverage
Fellows Energy Ltd,fellows energy
Flower Time Inc,flower time
Celebrity Inc,celebrity
Flores de New Mexico Inc,flores de new mexico
1-800-FLOWERS.COM Inc,flowerscom
BingEx Ltd,bingex
Purpose Global Flexible Credit Fund,purpose global flexible credit
Flexi-Van Corp-Old,flexivan old
Flexiinternational Software,flexiinternational software
Flexion Therapeutics Inc,flexion therapeutics
TCW Flexible Income ETF,tcw flexible income
Flexsteel Industries Inc,flexsteel industries
Flexpoint Sensor Systems Inc,flexpoint sensor systems
Fly Leasing Ltd,fly leasing
Fly-E Group Inc,flye
FLYI Inc,flyi
FLYHT Aerospace Solutions Ltd,flyht aerospace solutions
Navigant International Inc,navigant international
Direxion Flight to Safety Strategy ETF,direxion flight to safety strategy
Flywire Corp,flywire
flyExclusive Inc,flyexclusive
Direxion Airline Shares,direxion airline
Spirit Aviation Holdings Inc,spirit aviation
Franklin FTSE South Africa ETF,franklin ftse south africa
Fellazo Inc,fellazo
iShares Frontier and Select EM ETF,ishares frontier and select em
Franklin Mint Corp,franklin mint
Fidelity Magellan ETF,fidelity magellan
Farmers & Merchants Bancorp Inc,farmers merchants bancorp
FT Vest US Equity Buffer ETF - March,ft vest us equity buffer march
First Federal Enterprises Inc,first federal enterprises
First Mariner Bancorp,first mariner bancorp
Fidelity MSCI Materials Index ETF,fidelity msci materials index
First Matagorda Corp,first matagorda
Full Spectrum Inc,full spectrum
Hamilton U.S. Financials Yield Maximizer ETF,hamilton us financials yield maximizer
Franchise Mortgage Acceptance Co,franchise mortgage acceptance
FT Vest US Equity Buffer ETF - May,ft vest us equity buffer may
First Trust Managed Municipal ETF,first trust managed municipal
First Michigan Bank Corp,first michigan bank
